LakeIndex,Ref,Site,day,month,year,time,measurement_frequency,reported_frequency,Latitude,Longitude,LakeType,LakeArea_km2,Climate,Temp_C,DO_mgL,pH,Cond_uScm,CO2_uM,DirectIndirect_CO2,CH4_uM,N2O_uM,FluxMethod,F_CO2_mmol_m2_d,F_CH4_diff_mmol_m2_d,F_CH4_eb_mmol_m2_d,F_N2O_mmol_m2_d,k600_md,Wind_ms
55,210,"Petit Saut reservoir",23,12,1997,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,755.326683291771,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",7,1,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,621.219139650873,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",20,1,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,420.086596009975,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",2,2,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,310.754177057357,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",23,2,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,278.622817955112,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",2,3,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,335.424812967581,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",17,3,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,438.824563591023,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",29,3,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,465.009164588529,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
55,210,"Petit Saut reservoir",18,4,1998,NaT,seasonal,seasonal,4.942431,-53.038151,reservoir,41.57,1,NaN,NaN,NaN,NaN,NaN,<undefined>,383.337406483791,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.483
11,46,"Ishungu Basin, Lake Kivu",1,4,2009,NaT,single,single,-2.284065,28.946938,lake,2400.88,<undefined>,24.1858,NaN,NaN,NaN,NaN,<undefined>,0.12179817676862,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,46,"Kibuye Basin, Lake Kivu",1,4,2009,NaT,single,single,-2.046594,29.32474,lake,2400.88,<undefined>,24.18,NaN,NaN,NaN,NaN,<undefined>,0,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 13",16,3,2007,NaT,seasonal,seasonal,-2.01706,29.28339,lake,2400.88,2,24.38,6.35223375377835,NaN,1169,19.9604910270047,direct,0.034,NaN,measured-chamber,8,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 28",23,3,2007,NaT,seasonal,seasonal,-2.34024,28.97672,lake,2400.88,5,24.71,7.72544714762172,NaN,1170,19.0705838240557,direct,0.053,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 53",26,3,2007,NaT,seasonal,seasonal,-2.26949,28.98427,lake,2400.88,<undefined>,25.05,7.84195110020854,NaN,1171,20.1039960615284,direct,0.046,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 54",26,3,2007,NaT,seasonal,seasonal,-2.15708,28.96258,lake,2400.88,2,25.03,8.01001041149403,NaN,1171,20.3163483076127,direct,0.033,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 55",26,3,2007,NaT,seasonal,seasonal,-2.02447,28.98786,lake,2400.88,5,25.66,7.67264244347863,NaN,1171,19.1826365828033,direct,0.038,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 56",27,3,2007,NaT,seasonal,seasonal,-1.89855,29.02995,lake,2400.88,5,24.49,7.5069455083467,NaN,1172,20.1051454357609,direct,0.034,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 57",27,3,2007,NaT,seasonal,seasonal,-1.77587,29.07218,lake,2400.88,2,24.49,6.92307196880862,NaN,1173,18.196860445248,direct,0.03,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 58",27,3,2007,NaT,seasonal,seasonal,-1.66165,29.11592,lake,2400.88,2,24.7,7.39454533770325,NaN,1173,18.1948236137708,direct,0.048,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 59",27,3,2007,NaT,seasonal,seasonal,-1.62,29.04957,lake,2400.88,2,24.34,7.61165378722572,NaN,1608,486.316007088137,direct,0.371,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 60",28,3,2007,NaT,seasonal,seasonal,-1.82458,29.16453,lake,2400.88,2,24.79,7.71396562527196,NaN,1172,20.0094062997611,direct,0.03,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 61",28,3,2007,NaT,seasonal,seasonal,-1.98638,29.21653,lake,2400.88,2,24.65,7.40142953651124,NaN,1174,19.9159851329919,direct,0.044,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 62",28,3,2007,NaT,seasonal,seasonal,-2.1072,29.19296,lake,2400.88,2,24.79,7.46512802445673,NaN,1173,19.8066082629392,direct,0.053,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 63",29,3,2007,NaT,seasonal,seasonal,-2.19067,29.13648,lake,2400.88,2,24.5,7.58893989399658,NaN,1171,20.3381375421462,direct,0.048,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 64",29,3,2007,NaT,seasonal,seasonal,-2.28522,29.06318,lake,2400.88,5,24.75,7.5536875171827,NaN,1167,20.0988098938929,direct,0.048,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 65",29,3,2007,NaT,seasonal,seasonal,-2.45232,28.85508,lake,2400.88,2,24.15,7.05118380874902,NaN,1153,18.9858266753181,direct,0.075,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 7",30,8,2007,NaT,seasonal,seasonal,-1.986,29.21754,lake,2400.88,2,24.1,9.0743141646653,NaN,1205,26.1757572656084,direct,0.058,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 8",31,8,2007,NaT,seasonal,seasonal,-1.82665,29.16366,lake,2400.88,2,23.53,NaN,NaN,NaN,26.7649056933545,direct,0.055,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 9",31,8,2007,NaT,seasonal,seasonal,-1.62165,29.05015,lake,2400.88,2,23.74,10.2356785857985,NaN,1661,390.03798399843,direct,0.089,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 10",31,8,2007,NaT,seasonal,seasonal,-1.66293,29.11517,lake,2400.88,2,24.05,10.0920384898712,NaN,1204,26.9359557832814,direct,0.103,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 11",1,9,2007,NaT,seasonal,seasonal,-1.77663,29.07236,lake,2400.88,2,23.46,10.9703154875834,NaN,1197,25.8002355984416,direct,0.072,NaN,measured-chamber,14.2,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 12",1,9,2007,NaT,seasonal,seasonal,-1.89995,29.02737,lake,2400.88,5,23.74,10.4048633558117,NaN,1196,26.6796694664047,direct,0.079,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 13",1,9,2007,NaT,seasonal,seasonal,-2.02628,28.98716,lake,2400.88,5,24.22,9.47308541797108,NaN,1198,26.0555156376317,direct,0.197,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 14",1,9,2007,NaT,seasonal,seasonal,-2.15668,28.9613,lake,2400.88,2,23.6,9.24497368794264,NaN,1196,26.0496837966767,direct,0.07,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 15",2,9,2007,NaT,seasonal,seasonal,-2.10969,29.19157,lake,2400.88,2,23.48,9.26598184672156,NaN,1201,27.2574303072492,direct,0.062,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 16",2,9,2007,NaT,seasonal,seasonal,-2.28516,29.06324,lake,2400.88,5,23.26,9.9022664378437,NaN,1195,25.7322821003693,direct,0.054,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 17",2,9,2007,NaT,seasonal,seasonal,-2.27515,28.98867,lake,2400.88,2,23.51,11.129858467266,NaN,1192,24.6443459946086,direct,0.082,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 18",3,9,2007,NaT,seasonal,seasonal,-2.33841,28.97638,lake,2400.88,5,23.73,8.29161755850123,NaN,1190,24.390621861002,direct,0.068,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 20",4,9,2007,NaT,seasonal,seasonal,-2.1906,29.13592,lake,2400.88,2,23.63,9.91788042006262,NaN,1201,25.7838679620752,direct,0.07,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 22",4,9,2007,NaT,seasonal,seasonal,-2.45281,28.85536,lake,2400.88,2,22.96,9.35799658961819,NaN,1179,25.0239954507825,direct,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 23",8,9,2007,NaT,seasonal,seasonal,-2.0474,29.2864,lake,2400.88,2,23.77,8.87717717362612,NaN,1203,24.9545828529208,direct,0.062,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 7",22,6,2008,NaT,seasonal,seasonal,-2.04628,29.28771,lake,2400.88,2,23.98,8.33688808460148,NaN,1201,20.6295826930609,direct,0.12,NaN,measured-chamber,10.5,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 16",27,6,2008,NaT,seasonal,seasonal,-2.26987,28.98767,lake,2400.88,<undefined>,23.4,7.91782720996656,NaN,1198,21.1380262519623,direct,0.046,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 17",27,6,2008,NaT,seasonal,seasonal,-2.15595,28.96165,lake,2400.88,2,23.55,7.64068366566781,NaN,1201,21.8896256656657,direct,0.077,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 18",27,6,2008,NaT,seasonal,seasonal,-2.02266,28.98914,lake,2400.88,5,23.75,7.86560825772434,NaN,1205,22.0820327957515,direct,0.059,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 19",28,6,2008,NaT,seasonal,seasonal,-1.8997,29.02858,lake,2400.88,5,23.32,6.73610808150893,NaN,1205,22.5222487008364,direct,0.098,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 20",28,6,2008,NaT,seasonal,seasonal,-1.77547,29.07288,lake,2400.88,2,23.59,8.05906890359993,NaN,1204,21.3764256053695,direct,0.077,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 21",28,6,2008,NaT,seasonal,seasonal,-1.621,29.05016,lake,2400.88,2,23.46,9.52461499697166,NaN,1658,461.249320658009,direct,0.133,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 22",29,6,2008,NaT,seasonal,seasonal,-1.66344,29.11607,lake,2400.88,2,23.5,8.24275267173087,NaN,1205,22.3051052487773,direct,0.067,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 23",29,6,2008,NaT,seasonal,seasonal,-1.82665,29.16366,lake,2400.88,2,23.86,8.52453215880378,NaN,1204,21.2871549151145,direct,0.067,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 24",29,6,2008,NaT,seasonal,seasonal,-1.98625,29.21717,lake,2400.88,2,24.12,7.55909159535466,NaN,1206,21.5831612810069,direct,0.056,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 25",30,6,2008,NaT,seasonal,seasonal,-2.10765,29.19188,lake,2400.88,2,23.41,7.66096139365029,NaN,1204,22.0799554431647,direct,0.044,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 26",30,6,2008,NaT,seasonal,seasonal,-2.19157,29.13655,lake,2400.88,2,23.62,7.88493288817379,NaN,1203,21.358710681005,direct,0.046,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 27",30,6,2008,NaT,seasonal,seasonal,-2.28597,29.06193,lake,2400.88,5,23.96,8.08729515555874,NaN,1205,22.1276225771722,direct,0.062,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 29",3,7,2008,NaT,seasonal,seasonal,-2.337,28.97625,lake,2400.88,5,23.95,9.52121042020313,NaN,1192,20.9232680384366,direct,0.041,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 30",3,7,2008,NaT,seasonal,seasonal,-2.45295,28.85455,lake,2400.88,2,23.18,8.12195243525005,NaN,1180,21.0909296469637,direct,0.03,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 1",21,4,2009,NaT,seasonal,seasonal,-2.32522,28.98028,lake,2400.88,2,24.13,9.32113109459565,9.032,1180,23.1602655050646,direct,NaN,NaN,measured-chamber,10.3,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 8",26,4,2009,NaT,seasonal,seasonal,-2.4501,28.85644,lake,2400.88,2,23.63,8.90066191544082,9.052,1159,21.8761640219502,direct,0.066,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 9",26,4,2009,NaT,seasonal,seasonal,-2.2749,28.98892,lake,2400.88,<undefined>,25,9.088565660086,9.039,1186,22.4165259364588,direct,0.083,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 10",26,4,2009,NaT,seasonal,seasonal,-2.15633,28.96137,lake,2400.88,2,24.87,9.52461423267244,9.029,1188,23.4398799306217,direct,0.072,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 11",26,4,2009,NaT,seasonal,seasonal,-2.02548,28.98626,lake,2400.88,5,24.85,8.5339090463086,9.02,1189,23.8237788045965,direct,0.032,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 12",27,4,2009,NaT,seasonal,seasonal,-1.90019,29.02915,lake,2400.88,5,24.23,8.63314210278158,9.021,1188,22.376215324004,direct,0.026,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 13",27,4,2009,NaT,seasonal,seasonal,-1.77536,29.07214,lake,2400.88,2,24.16,8.3087658105348,9.012,1191,21.9033668293668,direct,0.033,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 14",27,4,2009,NaT,seasonal,seasonal,-1.66301,29.11631,lake,2400.88,2,24.24,8.38012180977287,9.019,1194,21.2035545056814,direct,0.052,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 15",28,4,2009,NaT,seasonal,seasonal,-1.62087,29.04961,lake,2400.88,2,23.98,9.26320898289054,7.85,1619,462.800671705467,direct,0.303,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 16",30,4,2009,NaT,seasonal,seasonal,-1.8235,29.16261,lake,2400.88,2,24.24,8.29632059167514,9.008,1196,19.9340860320403,direct,0.018,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 17",30,4,2009,NaT,seasonal,seasonal,-1.98671,29.21716,lake,2400.88,2,24.4,8.60573156713608,9.017,1191,19.9154361612521,direct,0.035,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 18",1,5,2009,NaT,seasonal,seasonal,-2.11002,29.19194,lake,2400.88,2,24.08,8.48934988154023,9.008,1195,20.848713377127,direct,0.037,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 19",1,5,2009,NaT,seasonal,seasonal,-2.19096,29.1365,lake,2400.88,2,24.25,7.45691196987045,9.017,1193,21.5407597656654,direct,0.036,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 20",1,5,2009,NaT,seasonal,seasonal,-2.28486,29.06255,lake,2400.88,5,24.5,11.2583174251598,9.029,1188,21.0194821834241,direct,0.041,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 21",4,5,2009,NaT,seasonal,seasonal,-2.0487,29.28611,lake,2400.88,2,24.04,9.92570157758093,9.037,1192,24.5284526499502,direct,0.035,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 1",19,10,2010,NaT,seasonal,seasonal,-2.33952,28.97633,lake,2400.88,5,24.19,9.56229121563219,NaN,1137,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
11,49,"Lake Kivu Station 20",27,10,2010,NaT,seasonal,seasonal,-1.72504,29.23745,lake,2400.88,2,24.71,10.7159428176688,NaN,1133,NaN,<undefined>,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.933
394,1000,"Cuifeng Lake",15,7,1997,NaT,single,single,24.515,121.607,lake,0.25,5,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.147864457580551,NaN,NaN,NaN,5.067
380,1000,"Dagui Lake",15,7,1997,NaT,single,single,22.868,120.861,lake,0.1187,5,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.179835151111481,NaN,NaN,NaN,2.533
405,1000,"Angtian Lake",15,7,1997,NaT,single,single,24.872547,121.200025,lake,0.004,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.399633669136625,NaN,NaN,NaN,2.925
404,1000,"Longtan Lake",15,7,1997,NaT,single,single,24.862794,121.209636,lake,0.18,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.759303971359587,NaN,NaN,NaN,2.808
403,1000,"Ci Lake",15,7,1997,NaT,single,single,24.8404,121.2987,lake,0.046,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.0519523769877612,NaN,NaN,NaN,2.992
159,1000,"Dahanxi Lake",15,7,1997,NaT,single,single,24.928,121.331,lake,1.22,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.0079926733827325,NaN,NaN,NaN,2.85
161,1000,"Shihmen Lake",15,7,1997,NaT,single,single,24.8106,121.2442,lake,5.55,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,1.03904753975522,NaN,NaN,NaN,2.85
216,1000,"Hou Lake",15,7,1997,NaT,single,single,24.8205,121.2499,lake,0.57,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.0419615352593456,NaN,NaN,NaN,2.808
399,1000,"Green grass Lake",15,7,1997,NaT,single,single,24.774725,120.970534,lake,0.163,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.459578719507119,NaN,NaN,NaN,3.367
398,1000,"Baoshan Lake",15,7,1997,NaT,single,single,24.748185,121.043408,lake,1.93,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,2.61760053284489,NaN,NaN,NaN,NaN
219,1000,"Carp Lake",15,7,1997,NaT,single,single,23.9288,121.5099,lake,0.86,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.165847972691699,NaN,NaN,NaN,3.817
166,1000,"Wushe Lake",15,7,1997,NaT,single,single,23.98623,121.135291,lake,2.54,5,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.00399633669136625,NaN,NaN,NaN,2.758
167,1000,"Sun Moon Lake",15,7,1997,NaT,single,single,23.8667,120.9167,lake,7.01,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.0119890100740987,NaN,NaN,NaN,2.333
168,1000,"Renyi Lake",15,7,1997,NaT,single,single,23.461,120.5023,lake,1.88,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.0359670302222962,NaN,NaN,NaN,2.283
220,1000,"Lantan Lake",15,7,1997,NaT,single,single,23.4729,120.4794,lake,0.49,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.779285654816418,NaN,NaN,NaN,2.233
170,1000,"Wutoushan Lake",15,7,1997,NaT,single,single,23.2022,120.3683,lake,5.59,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.105902922321206,NaN,NaN,NaN,2.567
375,1000,"Nanren Lake",15,7,1997,NaT,single,single,22.087307,120.864532,lake,0.124,1,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,2.83739905087004,NaN,NaN,NaN,3.892
173,1000,"Longluan Lake",15,7,1997,NaT,single,single,21.9779,120.7435,lake,1.02,1,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.259761884938806,NaN,NaN,NaN,3.392
388,1000,"Liyutan Lake",15,7,1997,NaT,single,single,24.341496,120.786591,lake,4.32,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.00399633669136625,NaN,NaN,NaN,3.05
374,1000,"Lanyutian Lake",15,7,1997,NaT,single,single,22.021008,121.572611,lake,0.0067,1,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,17.6837898592956,NaN,NaN,NaN,5.025
222,1000,"Chengcing Lake",15,7,1997,NaT,single,single,22.664,120.353,lake,0.97,2,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,NaN,0.419615352593456,NaN,NaN,NaN,2.858
6,1001,"Lake Tai-Wuli",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,6.22,7.9,NaN,75.193550351099,indirect,NaN,NaN,modelled-empirical,27.3,NaN,NaN,NaN,NaN,2.492
6,1001,"Lake Tai-Meiliang",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,9.22,8.46,NaN,17.3155631215635,indirect,NaN,NaN,modelled-empirical,1.99,NaN,NaN,NaN,NaN,2.492
6,1001,"Lake Tai-Open lake",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,9.21,8.26,NaN,18.6548884458833,indirect,NaN,NaN,modelled-empirical,2.22,NaN,NaN,NaN,NaN,2.492
6,1001,"Lake Tai",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,6.38,7.84,NaN,80.4260697858641,indirect,NaN,NaN,modelled-empirical,34,NaN,NaN,NaN,NaN,2.492
6,1002,"Lake Tai-Meiliang",26,4,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,4.83556739655316,NaN,NaN,NaN,NaN,2.492
6,1002,"Lake Tai-Open lake",21,4,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,10.0707684622429,NaN,NaN,NaN,NaN,2.492
6,1002,"Lake Tai-East bay",23,4,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,23.2386978602947,NaN,NaN,NaN,NaN,2.492
6,1003,"Lake Tai-Wuli",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,75.193550351099,indirect,NaN,NaN,modelled-empirical,71.9,NaN,NaN,NaN,NaN,2.492
6,1003,"Lake Tai-Meiliang",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,17.3155631215635,indirect,NaN,NaN,modelled-empirical,4.6,NaN,NaN,NaN,NaN,2.492
6,1003,"Lake Tai",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,23.9789145798255,indirect,NaN,NaN,modelled-empirical,29.3,NaN,NaN,NaN,NaN,2.492
6,1003,"Lake Tai-East bay",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,12.652880858947,indirect,NaN,NaN,modelled-empirical,-0.58,NaN,NaN,NaN,NaN,2.492
6,1003,"Lake Tai-Open lake",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,18.6548884458833,indirect,NaN,NaN,modelled-empirical,5.3,NaN,NaN,NaN,NaN,2.492
6,1003,"Lake Tai",15,1,1998,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,80.4260697858641,indirect,NaN,NaN,modelled-empirical,82,NaN,NaN,NaN,NaN,2.492
6,1005,"Lake Tai-Meiliang",15,8,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,15.985346765465,NaN,NaN,NaN,NaN,2.492
6,1006,"Lake Tai-Meiliang",15,9,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,measured-chamber,NaN,19.9816834568312,NaN,NaN,NaN,2.492
6,1006,"Lake Tai-Meiliang",15,9,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,measured-chamber,NaN,5.19523769877612,NaN,NaN,NaN,2.492
6,1006,"Lake Tai-Meiliang",15,9,2003,NaT,single,single,31.231,120.22,lake,2329.14,4,NaN,NaN,NaN,NaN,NaN,<undefined>,NaN,NaN,measured-chamber,NaN,0.999084172841562,NaN,NaN,NaN,2.492
